date,unit_sales,day_of_week,is_holiday,locale,holiday_type,dcoilwtico,oil_lag_7,month,month_name,year,is_national_holiday,before_1,before_2,after_1,cpi,min_wage,day_of_month,ALLSKY_SFC_SW_DWN,PRECTOTCORR,T2M,T2M_MAX,T2M_MIN,is_sunny,is_rainy,solar_7d
2013-05-18,600.0,Saturday,0,,Non-holiday,95.72,95.81,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,18,14.45,0.61,18.1,24.44,13.57,0,0,11.947142857142856
2013-05-19,758.0,Sunday,0,,Non-holiday,95.72,95.81,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,19,12.8,1.14,17.94,23.98,13.93,0,0,12.044285714285715
2013-05-20,399.0,Monday,0,,Non-holiday,96.29,94.76,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,20,10.75,4.91,16.97,20.84,14.21,0,0,11.887142857142859
2013-05-21,444.0,Tuesday,0,,Non-holiday,95.55,93.96,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,21,10.37,8.95,17.03,22.36,13.51,0,1,11.721428571428572
2013-05-22,455.0,Wednesday,0,,Non-holiday,93.98,93.95,5,May,2013,0,0.0,1.0,0.0,143.1749649592001,318.0,22,12.45,1.05,17.11,22.29,14.44,0,0,12.048571428571426
2013-05-23,372.0,Thursday,0,,Non-holiday,94.12,94.85,5,May,2013,0,1.0,0.0,0.0,143.1749649592001,318.0,23,14.61,1.33,17.47,23.62,13.51,0,0,12.737142857142857
2013-05-24,532.0,Friday,1,National,National,93.84,95.72,5,May,2013,1,0.0,0.0,0.0,143.1749649592001,318.0,24,12.87,7.53,17.68,23.43,13.08,0,1,12.614285714285714
2013-05-25,392.0,Saturday,0,,Non-holiday,93.84,95.72,5,May,2013,0,0.0,0.0,1.0,143.1749649592001,318.0,25,13.21,3.8,17.63,23.65,12.85,0,0,12.437142857142856
2013-05-26,532.0,Sunday,0,,Non-holiday,93.84,95.72,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,26,10.55,5.54,17.2,22.86,14.12,0,1,12.115714285714287
2013-05-27,291.0,Monday,0,,Non-holiday,93.84,96.29,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,27,13.56,6.7,17.15,22.38,14.1,0,1,12.517142857142856
2013-05-28,293.0,Tuesday,0,,Non-holiday,94.65,95.55,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,28,11.67,2.97,17.1,22.38,13.84,0,0,12.702857142857143
2013-05-29,420.0,Wednesday,0,,Non-holiday,93.13,93.98,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,29,12.92,6.32,16.81,20.99,14.51,0,1,12.77
2013-05-30,271.0,Thursday,0,,Non-holiday,93.57,94.12,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,30,11.59,12.43,16.84,22.56,13.69,0,1,12.338571428571429
2013-05-31,488.0,Friday,0,,Non-holiday,91.93,93.84,5,May,2013,0,0.0,0.0,0.0,143.1749649592001,318.0,31,11.11,1.08,16.75,21.87,13.13,0,0,12.087142857142856
2013-06-01,777.0,Saturday,0,,Non-holiday,91.93,93.84,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,1,15.43,1.34,17.61,23.15,14.38,1,0,12.404285714285715
2013-06-02,656.0,Sunday,0,,Non-holiday,91.93,93.84,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,2,17.23,1.62,18.09,24.79,13.14,1,0,13.358571428571429
2013-06-03,462.0,Monday,0,,Non-holiday,93.41,93.84,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,3,14.74,3.13,17.59,24.88,12.62,0,0,13.527142857142858
2013-06-04,370.0,Tuesday,0,,Non-holiday,93.36,94.65,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,4,12.63,0.96,17.05,24.42,11.5,0,0,13.664285714285715
2013-06-05,459.0,Wednesday,0,,Non-holiday,93.66,93.13,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,5,13.02,0.22,17.0,24.59,11.86,0,0,13.678571428571429
2013-06-06,280.0,Thursday,0,,Non-holiday,94.71,93.57,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,6,16.77,2.94,16.7,23.95,10.99,1,0,14.418571428571427
2013-06-07,466.0,Friday,0,,Non-holiday,96.11,91.93,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,7,14.12,0.94,17.24,24.36,11.8,0,0,14.848571428571429
2013-06-08,904.0,Saturday,0,,Non-holiday,96.11,91.93,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,8,15.23,1.25,17.15,23.94,11.66,1,0,14.820000000000002
2013-06-09,794.0,Sunday,0,,Non-holiday,96.11,91.93,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,9,13.16,1.12,17.51,24.66,12.24,0,0,14.23857142857143
2013-06-10,511.0,Monday,0,,Non-holiday,95.82,93.41,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,10,14.63,0.46,17.32,24.71,11.31,0,0,14.222857142857142
2013-06-11,305.0,Tuesday,0,,Non-holiday,95.5,93.36,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,11,12.32,0.44,17.28,23.31,12.42,0,0,14.178571428571429
2013-06-12,475.0,Wednesday,0,,Non-holiday,95.98,93.66,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,12,12.64,0.2,17.35,24.25,12.07,0,0,14.124285714285715
2013-06-13,406.0,Thursday,0,,Non-holiday,96.66,94.71,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,13,16.68,0.59,17.67,24.92,11.94,1,0,14.111428571428572
2013-06-14,470.0,Friday,0,,Non-holiday,97.83,96.11,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,14,11.84,0.51,17.75,24.43,13.46,0,0,13.785714285714286
2013-06-15,747.0,Saturday,0,,Non-holiday,97.83,96.11,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,15,14.86,0.09,18.24,25.21,13.74,0,0,13.732857142857142
2013-06-16,481.0,Sunday,0,,Non-holiday,97.83,96.11,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,16,13.32,0.02,17.93,24.63,12.78,0,0,13.755714285714285
2013-06-17,424.0,Monday,0,,Non-holiday,97.86,95.82,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,17,16.98,0.37,18.03,25.22,11.96,1,0,14.09142857142857
2013-06-18,560.0,Tuesday,0,,Non-holiday,98.46,95.5,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,18,14.34,0.23,17.81,24.51,12.77,0,0,14.379999999999999
2013-06-19,361.0,Wednesday,0,,Non-holiday,98.24,95.98,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,19,13.0,0.62,17.81,24.74,12.48,0,0,14.43142857142857
2013-06-20,335.0,Thursday,0,,Non-holiday,94.89,96.66,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,20,13.47,0.38,17.48,24.87,12.61,0,0,13.972857142857142
2013-06-21,473.0,Friday,0,,Non-holiday,93.81,97.83,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,21,15.81,0.52,17.33,25.14,10.85,1,0,14.540000000000001
2013-06-22,502.0,Saturday,0,,Non-holiday,93.81,97.83,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,22,16.42,0.21,17.65,25.05,11.99,1,0,14.762857142857143
2013-06-23,770.0,Sunday,1,Local,Local,93.81,97.83,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,23,15.77,0.66,17.16,22.89,12.31,1,0,15.112857142857143
2013-06-24,484.0,Monday,0,,Non-holiday,95.07,97.86,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,24,13.22,0.6,17.51,24.01,13.41,0,0,14.575714285714286
2013-06-25,345.0,Tuesday,1,Regional,Regional,95.25,98.46,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,25,16.29,0.26,17.45,23.7,13.16,1,0,14.854285714285714
2013-06-26,555.0,Wednesday,0,,Non-holiday,95.47,93.81,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,26,15.69,0.03,17.31,23.92,12.53,1,0,15.23857142857143
2013-06-27,352.0,Thursday,0,,Non-holiday,97.0,93.81,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,27,11.9,0.26,17.03,23.44,12.16,0,0,15.014285714285716
2013-06-28,374.0,Friday,0,,Non-holiday,96.36,93.81,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,28,16.17,0.99,17.68,26.17,12.26,1,0,15.065714285714288
2013-06-29,489.0,Saturday,0,,Non-holiday,96.36,95.07,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,29,15.4,0.7,17.19,24.4,12.02,1,0,14.92
2013-06-30,669.0,Sunday,0,,Non-holiday,96.36,95.25,6,June,2013,0,0.0,0.0,0.0,142.9676621230357,318.0,30,9.41,0.84,16.07,21.64,12.14,0,0,14.011428571428572
2013-07-01,422.0,Monday,0,,Non-holiday,97.94,95.25,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,1,15.14,1.54,16.82,22.76,12.76,1,0,14.285714285714288
2013-07-02,421.0,Tuesday,0,,Non-holiday,99.65,95.25,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,2,11.9,0.72,16.97,23.4,12.72,0,0,13.65857142857143
2013-07-03,510.0,Wednesday,1,Local,Local,101.92,95.47,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,3,9.93,0.42,16.52,23.42,11.5,0,0,12.835714285714287
2013-07-04,463.0,Thursday,0,,Non-holiday,101.92,96.36,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,4,15.06,0.7,16.53,23.18,12.05,0,0,13.287142857142857
2013-07-05,439.0,Friday,0,,Non-holiday,103.09,96.36,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,5,12.3,4.11,17.25,24.39,12.18,0,0,12.734285714285715
2013-07-06,590.0,Saturday,0,,Non-holiday,103.09,96.36,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,6,12.51,0.36,17.5,24.52,13.07,0,0,12.321428571428571
2013-07-07,665.0,Sunday,0,,Non-holiday,103.09,97.94,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,7,14.23,3.3,17.24,24.17,11.76,0,0,13.01
2013-07-08,265.0,Monday,0,,Non-holiday,103.03,99.65,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,8,13.65,1.57,17.26,23.72,12.94,0,0,12.797142857142857
2013-07-09,393.0,Tuesday,0,,Non-holiday,103.46,101.92,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,9,12.49,1.33,17.07,24.64,10.92,0,0,12.881428571428572
2013-07-10,550.0,Wednesday,0,,Non-holiday,106.41,101.92,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,10,7.95,0.25,16.88,23.69,12.32,0,0,12.598571428571429
2013-07-11,262.0,Thursday,0,,Non-holiday,104.77,101.92,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,11,12.22,0.27,17.33,24.17,12.93,0,0,12.192857142857141
2013-07-12,397.0,Friday,0,,Non-holiday,105.85,103.09,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,12,12.5,0.07,16.71,23.21,11.67,0,0,12.221428571428572
2013-07-13,466.0,Saturday,0,,Non-holiday,105.85,103.09,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,13,13.4,0.13,17.23,23.56,11.77,0,0,12.348571428571429
2013-07-14,449.0,Sunday,0,,Non-holiday,105.85,103.09,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,14,14.36,0.43,17.13,23.56,11.33,0,0,12.367142857142857
2013-07-15,484.0,Monday,0,,Non-holiday,106.2,103.03,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,15,14.88,0.54,17.75,25.28,11.92,0,0,12.542857142857143
2013-07-16,443.0,Tuesday,0,,Non-holiday,105.88,103.46,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,16,13.25,1.17,17.58,24.84,11.98,0,0,12.651428571428571
2013-07-17,469.0,Wednesday,0,,Non-holiday,106.39,106.41,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,17,12.48,0.78,17.21,24.28,11.92,0,0,13.29857142857143
2013-07-18,292.0,Thursday,0,,Non-holiday,107.94,104.77,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,18,13.61,0.18,17.42,24.5,11.77,0,0,13.497142857142858
2013-07-19,278.0,Friday,0,,Non-holiday,108.0,105.85,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,19,13.15,0.4,17.36,24.64,12.4,0,0,13.590000000000002
2013-07-20,605.0,Saturday,0,,Non-holiday,108.0,105.85,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,20,16.49,0.18,17.0,24.21,11.57,1,0,14.031428571428572
2013-07-21,817.0,Sunday,0,,Non-holiday,108.0,105.85,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,21,14.96,0.07,17.26,24.98,11.58,0,0,14.117142857142856
2013-07-22,295.0,Monday,0,,Non-holiday,106.61,106.2,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,22,15.47,0.25,17.3,24.82,12.21,1,0,14.201428571428574
2013-07-23,470.0,Tuesday,1,Local,Local,107.13,105.88,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,23,15.12,0.26,17.44,24.32,12.56,0,0,14.468571428571428
2013-07-24,431.0,Wednesday,1,Local,Local,105.41,106.39,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,24,16.6,0.26,17.93,25.6,12.73,1,0,15.057142857142859
2013-07-25,282.0,Thursday,1,Local,Local,105.47,107.94,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,25,13.56,1.51,17.29,23.19,13.44,0,0,15.05
2013-07-26,596.0,Friday,0,,Non-holiday,104.76,108.0,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,26,16.76,0.11,17.57,25.33,12.11,1,0,15.565714285714288
2013-07-27,548.0,Saturday,0,,Non-holiday,104.76,108.0,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,27,18.0,0.0,17.71,25.69,11.94,1,0,15.781428571428572
2013-07-28,700.0,Sunday,0,,Non-holiday,104.76,108.0,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,28,18.38,0.7,17.14,24.85,11.3,1,0,16.27
2013-07-29,414.0,Monday,0,,Non-holiday,104.61,106.61,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,29,14.42,0.84,17.13,24.72,11.66,0,0,16.12
2013-07-30,353.0,Tuesday,0,,Non-holiday,103.14,107.13,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,30,15.09,0.48,17.11,25.24,10.9,0,0,16.115714285714287
2013-07-31,570.0,Wednesday,0,,Non-holiday,105.1,105.41,7,July,2013,0,0.0,0.0,0.0,142.9409838792261,318.0,31,12.04,0.31,16.94,23.25,11.64,0,0,15.464285714285714
2013-08-01,462.0,Thursday,0,,Non-holiday,107.93,105.47,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,1,13.99,0.28,17.17,23.4,12.56,0,0,15.525714285714285
2013-08-02,464.0,Friday,0,,Non-holiday,106.94,104.76,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,2,14.74,0.73,17.39,24.21,12.09,0,0,15.237142857142857
2013-08-03,657.0,Saturday,0,,Non-holiday,106.94,104.76,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,3,12.63,0.95,17.11,23.79,12.9,0,0,14.469999999999999
2013-08-04,681.0,Sunday,0,,Non-holiday,106.94,104.76,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,4,18.36,0.23,17.69,25.07,12.39,1,0,14.467142857142857
2013-08-05,461.0,Monday,1,Local,Local,106.61,104.61,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,5,18.17,0.94,17.68,25.1,11.58,1,0,15.002857142857142
2013-08-06,328.0,Tuesday,0,,Non-holiday,105.32,103.14,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,6,13.46,0.39,17.43,24.57,12.05,0,0,14.770000000000001
2013-08-07,403.0,Wednesday,0,,Non-holiday,104.41,105.1,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,7,13.69,0.21,17.35,24.5,12.14,0,0,15.005714285714287
2013-08-08,360.0,Thursday,0,,Non-holiday,103.45,107.93,8,August,2013,0,0.0,1.0,0.0,143.1891164828679,318.0,8,13.63,0.16,16.86,22.79,12.29,0,0,14.954285714285716
2013-08-09,347.0,Friday,0,,Non-holiday,106.04,106.94,8,August,2013,0,1.0,0.0,0.0,143.1891164828679,318.0,9,17.54,0.99,17.33,22.59,14.06,1,0,15.354285714285712
2013-08-10,570.0,Saturday,1,National,National,106.04,106.94,8,August,2013,1,0.0,0.0,0.0,143.1891164828679,318.0,10,11.43,0.6,16.74,22.08,13.56,0,0,15.182857142857143
2013-08-11,662.0,Sunday,0,,Non-holiday,106.04,106.94,8,August,2013,0,0.0,0.0,1.0,143.1891164828679,318.0,11,14.48,3.32,17.04,23.25,12.75,0,0,14.62857142857143
2013-08-12,423.0,Monday,0,,Non-holiday,106.19,106.61,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,12,17.29,0.99,17.46,23.4,13.77,1,0,14.502857142857142
2013-08-13,405.0,Tuesday,0,,Non-holiday,106.78,105.32,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,13,15.91,0.56,17.69,24.32,13.58,1,0,14.852857142857143
2013-08-14,454.0,Wednesday,0,,Non-holiday,106.89,104.41,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,14,12.88,3.21,17.07,22.88,13.01,0,0,14.737142857142857
2013-08-15,339.0,Thursday,1,Local,Local,107.43,103.45,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,15,12.86,1.23,17.76,24.89,13.39,0,0,14.627142857142857
2013-08-16,469.0,Friday,0,,Non-holiday,107.58,106.04,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,16,15.52,0.05,17.82,25.43,12.79,1,0,14.338571428571427
2013-08-17,495.0,Saturday,0,,Non-holiday,107.58,106.04,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,17,12.51,0.05,17.55,24.6,11.83,0,0,14.492857142857144
2013-08-18,681.0,Sunday,0,,Non-holiday,107.58,106.04,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,18,11.75,0.01,17.13,23.44,12.0,0,0,14.102857142857143
2013-08-19,376.0,Monday,0,,Non-holiday,107.14,106.19,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,19,11.49,0.04,17.16,23.58,11.53,0,0,13.274285714285714
2013-08-20,338.0,Tuesday,0,,Non-holiday,104.9,106.78,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,20,12.1,0.3,17.84,25.48,11.86,0,0,12.729999999999999
2013-08-21,330.0,Wednesday,0,,Non-holiday,103.93,106.89,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,21,12.52,0.03,17.51,24.99,11.87,0,0,12.678571428571429
2013-08-22,358.0,Thursday,0,,Non-holiday,104.93,107.43,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,22,15.62,0.06,17.8,25.49,11.71,1,0,13.072857142857142
2013-08-23,347.0,Friday,0,,Non-holiday,106.48,107.58,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,23,16.4,1.17,17.29,24.7,12.02,1,0,13.198571428571428
2013-08-24,644.0,Saturday,1,Local,Local,106.48,107.58,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,24,14.65,2.45,16.7,21.56,13.09,0,0,13.504285714285714
2013-08-25,813.0,Sunday,0,,Non-holiday,106.48,107.58,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,25,14.89,1.07,17.06,23.34,12.75,0,0,13.952857142857143
2013-08-26,636.0,Monday,0,,Non-holiday,105.88,107.14,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,26,11.7,0.68,16.95,23.35,13.0,0,0,13.982857142857142
2013-08-27,386.0,Tuesday,0,,Non-holiday,109.11,104.9,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,27,17.95,0.1,17.52,25.19,12.12,1,0,14.81857142857143
2013-08-28,613.0,Wednesday,0,,Non-holiday,110.17,103.93,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,28,16.37,0.56,17.76,25.41,12.24,1,0,15.368571428571428
2013-08-29,432.0,Thursday,0,,Non-holiday,108.51,104.93,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,29,21.8,0.07,17.52,26.03,11.65,1,0,16.251428571428573
2013-08-30,410.0,Friday,0,,Non-holiday,107.98,106.48,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,30,21.24,0.08,17.43,25.86,10.55,1,0,16.942857142857143
2013-08-31,493.0,Saturday,0,,Non-holiday,107.98,106.48,8,August,2013,0,0.0,0.0,0.0,143.1891164828679,318.0,31,13.43,0.21,17.46,25.02,11.66,0,0,16.768571428571427
2013-09-01,711.0,Sunday,0,,Non-holiday,107.98,106.48,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,1,12.43,0.12,17.62,25.27,12.19,0,0,16.417142857142856
2013-09-02,583.0,Monday,0,,Non-holiday,107.98,105.88,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,2,18.58,0.0,17.02,24.6,10.88,1,0,17.4
2013-09-03,345.0,Tuesday,0,,Non-holiday,108.67,109.11,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,3,18.19,1.46,17.2,24.67,12.11,1,0,17.434285714285714
2013-09-04,670.0,Wednesday,0,,Non-holiday,107.29,110.17,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,4,18.24,0.56,17.66,24.86,12.53,1,0,17.701428571428572
2013-09-05,331.0,Thursday,0,,Non-holiday,108.5,108.51,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,5,14.96,0.05,17.9,25.3,13.32,0,0,16.724285714285713
2013-09-06,415.0,Friday,0,,Non-holiday,110.62,107.98,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,6,11.32,0.05,17.65,25.52,12.28,0,0,15.307142857142859
2013-09-07,791.0,Saturday,0,,Non-holiday,110.62,107.98,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,7,13.16,0.23,17.32,24.84,11.98,0,0,15.268571428571429
2013-09-08,786.0,Sunday,0,,Non-holiday,110.62,107.98,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,8,13.02,0.35,17.65,24.55,12.7,0,0,15.352857142857143
2013-09-09,541.0,Monday,0,,Non-holiday,109.62,107.98,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,9,13.37,0.62,17.71,25.36,11.99,0,0,14.608571428571429
2013-09-10,342.0,Tuesday,0,,Non-holiday,107.48,108.67,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,10,13.64,0.08,17.36,24.21,13.05,0,0,13.958571428571428
2013-09-11,435.0,Wednesday,0,,Non-holiday,107.65,107.29,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,11,16.06,0.53,17.24,24.69,12.45,1,0,13.647142857142857
2013-09-12,621.0,Thursday,0,,Non-holiday,108.72,108.5,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,12,14.64,0.39,17.14,23.46,13.13,0,0,13.601428571428572
2013-09-13,323.0,Friday,0,,Non-holiday,108.31,110.62,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,13,19.86,0.93,17.87,24.75,12.97,1,0,14.821428571428571
2013-09-14,632.0,Saturday,0,,Non-holiday,108.31,110.62,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,14,14.93,0.37,18.28,24.89,13.56,0,0,15.074285714285713
2013-09-15,710.0,Sunday,0,,Non-holiday,108.31,110.62,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,15,13.71,0.45,18.37,24.6,14.34,0,0,15.172857142857143
2013-09-16,524.0,Monday,0,,Non-holiday,106.54,109.62,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,16,15.24,0.13,18.49,26.11,13.57,1,0,15.44
2013-09-17,314.0,Tuesday,0,,Non-holiday,105.36,107.48,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,17,12.2,1.46,17.53,24.38,11.92,0,0,15.234285714285715
2013-09-18,414.0,Wednesday,0,,Non-holiday,108.23,107.65,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,18,14.24,0.47,18.05,25.79,12.34,0,0,14.974285714285715
2013-09-19,372.0,Thursday,0,,Non-holiday,106.26,108.72,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,19,11.36,0.51,17.58,23.93,12.82,0,0,14.505714285714287
2013-09-20,346.0,Friday,0,,Non-holiday,104.7,108.31,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,20,17.03,0.04,18.44,26.54,12.37,1,0,14.101428571428572
2013-09-21,726.0,Saturday,0,,Non-holiday,104.7,108.31,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,21,23.33,0.0,18.49,26.96,11.73,1,0,15.301428571428572
2013-09-22,866.0,Sunday,0,,Non-holiday,104.7,108.31,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,22,23.17,0.08,18.62,27.1,11.89,1,0,16.652857142857144
2013-09-23,516.0,Monday,0,,Non-holiday,103.62,106.54,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,23,17.55,0.37,18.52,26.15,13.02,1,0,16.982857142857142
2013-09-24,306.0,Tuesday,0,,Non-holiday,103.22,105.36,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,24,14.01,0.31,18.57,27.11,12.82,0,0,17.24142857142857
2013-09-25,486.0,Wednesday,0,,Non-holiday,102.68,108.23,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,25,18.31,0.3,18.24,26.55,12.12,1,0,17.822857142857142
2013-09-26,428.0,Thursday,0,,Non-holiday,103.1,106.26,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,26,17.55,0.54,18.72,27.05,13.15,1,0,18.707142857142856
2013-09-27,370.0,Friday,0,,Non-holiday,102.86,104.7,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,27,15.19,0.25,18.03,26.19,11.54,1,0,18.444285714285712
2013-09-28,609.0,Saturday,1,Local,Local,102.86,104.7,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,28,14.37,1.36,17.75,24.0,13.83,0,0,17.164285714285715
2013-09-29,764.0,Sunday,0,,Non-holiday,102.86,104.7,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,29,13.47,5.12,17.26,22.53,14.16,0,1,15.778571428571428
2013-09-30,416.0,Monday,0,,Non-holiday,102.36,103.62,9,September,2013,0,0.0,0.0,0.0,144.0022598396558,318.0,30,13.1,3.83,16.86,21.67,13.98,0,0,15.142857142857142
2013-10-01,336.0,Tuesday,0,,Non-holiday,102.09,103.22,10,October,2013,0,0.0,0.0,0.0,144.5901809222066,318.0,1,21.99,0.28,17.7,24.68,12.57,1,0,16.282857142857143
